type,name,namespace,threat_type,description,legitimate_package
npm,own-version,,typosquat,"Possible `simplification` typosquat of version Explanation: The package name 'own-version' adds a prefix to the legitimate name 'version', creating a minor variation that can deceive users by mimicking the original package. The functionality and description of both packages are nearly identical, providing no distinct purpose, and the maintainers of 'own-version' are not recognized within the community. There is no indication that 'own-version' is a fork (i.e., no username-based naming pattern) and it includes a README. These factors combined lead to the conclusion that 'own-version' is a suspicious typosquat. Risk level: High).",version
npm,gulp-downloads,,typosquat,"Possible `1-step D-L dist` typosquat of gulp-download Explanation: The target name differs by only one character (‘gulp-downloads’ vs ‘gulp-download’), making it easily confusable. Both packages provide nearly identical functionality for downloading files, share similar descriptions, and the target shows no clear differentiators or legitimate forking indicators. The maintainer is not a recognized author of the original, and the package appears designed to impersonate the genuine gulp-download, indicating suspicious intent. Risk level: High.",gulp-download
npm,tasklogger,@essex,typosquat,"Possible typosquat of just-task-logger Explanation: The package '@essex/tasklogger' bears strong similarity to 'just-task-logger' by preserving the core token 'tasklogger', while the only meaningful difference is the addition of a namespace that does not clearly align with the legitimate package's identity. This similarity in naming may deceive users, thus it is marked as an adversarial name. The structure of the package name with a scope suggests it is not just a common utility but rather closely mimics the legitimate package, so its distinct purpose is unclear. Since the name does not include a clear username override typical of a fork, and given that recognized maintainers are present, it is not considered a fork nor is the maintainer indicator suspicious. The lack of a proper README further heightens concerns about suspicious intent. Overall, these factors point to the package potentially having malicious mimicry intent. Risk level: High).",just-task-logger
npm,eslint-config-standard-react,@liutsing,typosquat,Possible typosquat of eslint-config-standard-react,eslint-config-standard-react
npm,av-expo-barcode-scanner,,typosquat,"Possible simplification typosquat of expo-barcode-scanner - Explanation: The package 'av-expo-barcode-scanner' closely resembles 'expo-barcode-scanner' with only a prefix added, which could confuse users. The description is very similar to the legitimate package, and there is no clear indication of a distinct purpose or known maintainer. The namespace 'av' does not clearly indicate a legitimate organization or user, making it potentially suspicious.",expo-barcode-scanner
npm,image-editor,@antscorp,typosquat,"Possible typosquat of tui-image-editor Explanation: The package '@antscorp/image-editor' shares an identical description with 'tui-image-editor', and the names share the core 'image-editor' term. The use of a namespace (@antscorp) as a prefix fits the pattern of a fork packaging (i.e., it includes a username prefix) rather than a trivial naming pattern. However, given that the package adopts a namespace that could confuse users by mimicking the legitimate package's functionality (as evidenced by the shared description), the name is considered adversarial. The functionality appears identical, implying no distinct purpose compared to the original, and it is not a test package. The listed maintainers seem to be legitimate contributors to the scoped package, yet the overall matching metadata and intentional mimicry flag suspicious intent. There is a readme present, and there is no clear indication that the package is a relocated version of the original. Risk level: High).",tui-image-editor
npm,apollo-link-refresh-token,,typosquat,"Possible `sequence reordering` typosquat of apollo-link-token-refresh Explanation: The target name is a simple inversion of the legitimate package’s two main words, making it low edit distance and highly confusing for users. Both packages promise the same token-refresh functionality with similar API patterns. There is no indication that the target is a fork (no username or fork notice), it serves no distinct purpose, and it isn’t for testing. The maintainer “baleeds” is not a recognized author in this ecosystem, and the package’s close mimicry suggests deceptive intent rather than a legitimate relocation or variant. Risk level: High.",apollo-link-token-refresh
pypi,bindepend,,typosquat,"Possible `simplification` typosquat of bindep Explanation: The name 'bindepend' is extremely similar to the legitimate 'bindep', differing only by an added syllable, which could easily deceive users. Based solely on the name, it qualifies as an adversarial name. There is no indication that the name includes a user-specific prefix or suffix, so it should not be considered a fork. Both packages appear to target binary dependency management; however, the legitimate package has a detailed explanation while 'bindepend' only has a vague description ('Binary depedency analysis UNKNOWN'), implying a potential effort to mimic 'bindep' without offering clear distinct functionality. The maintainers of 'bindepend' include matthew.brett, which suggests known maintainership, but given the overall deception in metadata, the package has suspicious intent. The package does provide a description so it is not marked as lacking a README, and there is no evidence that it is a relocated package. Risk level: High).",bindep
npm,intl-tel-input,@mdfe,typosquat,"Possible typosquat of intl-tel-input Explanation: 1. obvious_not_typosquat: FALSE because the scoped name @mdfe/intl-tel-input is nearly identical to the well-known intl-tel-input, uses the same description and assets, and offers no clear indicator of a distinct legitimate purpose or official affiliation.2. is_adversarial_name: TRUE as users searching for intl-tel-input may easily overlook the “@mdfe/” scope prefix and install the malicious or unauthorized package by accident.3. is_fork: FALSE because there’s no explicit indication in the name or README that this is a legitimate fork of the original; it’s simply repackaged under a corporate scope without acknowledgment.4. has_distinct_purpose: FALSE since the functionality, description, and assets are copied verbatim, offering no specialized or differentiated behavior.5. is_test: FALSE—there’s no mention of testing or test utilities.6. is_known_maintainer: FALSE—the listed maintainers are unrelated to the original author (jackocnr) and have no recognizable reputation in this ecosystem.7. no_readme: FALSE—the package includes a full README.8. has_suspicious_intent: TRUE—it duplicates the original package content under a new scope, likely to mislead users into installing it unknowingly.9. is_relocated_package: FALSE—this is not an official relocation or transfer of ownership recognized by the original maintainers. Risk level: High.",intl-tel-input
npm,sql-formatter-plush,,typosquat,"Possible `1-step D-L dist` typosquat of sql-formatter-plus Explanation: The target name ‘sql-formatter-plush’ differs from ‘sql-formatter-plus’ by only one character (an extra “h”), making it easy to confuse. The functionality and config options largely mirror the legitimate fork ‘sql-formatter-plus,’ with no clear distinct purpose. There is no indication of an official fork or known maintainer, and the package appears positioned to capitalize on user typos—raising suspicion of typosquatting rather than offering a genuine, differentiated library. Risk level: High.",sql-formatter-plus
npm,unserialize,,typosquat,"Possible `prefix/ suffix augmentation` typosquat of php-unserialize Explanation: The package name 'unserialize' is extremely similar to 'php-unserialize', differing only by removal of the 'php-' prefix, which can easily mislead users into believing it is connected. This qualifies as an adversarial name given the potential for impersonation. There is no indication of a user-specific prefix/suffix to label it as a fork, and the fact that it mimics the functionality of php-unserialize (i.e. unserializing PHP data) means it does not have a distinct purpose. Its description simply states 'security holding package' with an incomplete README, further raising suspicion of malicious intent. Additionally, the maintainer is noted simply as 'npm' which does not lend credibility given the context, and there is no evidence to suggest it is a relocated package. Overall, these factors indicate that the package should be considered suspicious. Risk level: High).",php-unserialize
npm,iconsax-reactjs,,typosquat,"Possible `1-step D-L dist` typosquat of iconsax-react Explanation: The target name 'iconsax-reactjs' differs from 'iconsax-react' only by the extra letters 'js', making user confusion highly likely. Both packages offer the same 1000 icons in 6 styles for React with nearly identical READMEs and usage. There is no fork indication or distinct purpose, and the maintainer 'erfan-ee' is not the recognized owner of the original iconsax project. The package appears designed to impersonate the legitimate one, so it is a typosquat with malicious intent to confuse users. Risk level: High.",iconsax-react
npm,idex,,typosquat,"Possible typosquat of idx - Explanation: The package 'idex' has no README data, which is abnormal, and its name is very similar to 'idx', differing by only one character. The lack of description and the similarity in names suggest it could be a typosquat. The maintainer 'sudoinc' is not recognized as a known maintainer in the npm community, increasing suspicion.",idx
npm,components-advanced,@rtarojs,typosquat,"Possible `scope confusion` typosquat of @tarojs/components-advanced Explanation: The target name differs from the legitimate one by only one character (r vs t), creating high confusion potential. It provides no README content, no evidence of unique functionality, and its maintainers are not recognized as part of the official tarojs team. There is no fork indicator or test-related purpose. The package appears designed to impersonate the genuine @tarojs/components-advanced, so it’s flagged as a likely typosquat with suspicious intent. Risk level: High.",@tarojs/components-advanced
golang,github.com/boltdb-go/bolt,,typosquat,"Possible typosquat of github.com/boltdb/bolt Explanation: The package name 'github.com/boltdb-go/bolt' is very similar to the legitimate 'github.com/BoltDB/bolt' with only minor variations (edit distance 6) and a changed namespace ('boltdb-go' vs 'BoltDB') that mimics the original. While this similarity might be interpreted as a fork, the nearly identical description combined with a namespace that appears designed to resemble the original package makes it likely an intentional impersonation. With no known maintainers associated with the mimicking package and no indication that it is a testing or sanctioned fork, the package name itself is adversarial and its metadata strongly suggests suspicious intent. Risk level: High).",github.com/boltdb/bolt
npm,dzdp,,typosquat,"Possible typosquat of dup Explanation: The names differ by only two small edits (dup → dzdp), making them visually and typographically confusing. The target has no description or README, and no clear unique functionality, suggesting user confusion rather than a new purpose. There is no indication of a fork or testing utility. The maintainer (‘arvo’) is not a recognized authority in this context, and the lack of documentation combined with the close name similarity indicates a likely typosquatting attempt. Risk level: High.",dup
npm,itype,,typosquat,"Possible typosquat of type Explanation: The target name “itype” differs by only one character from “type,” making it easy to confuse (is_adversarial_name=true). Both packages serve nearly identical JS type‐checking/validation roles with no clear unique feature, so they do not have distinct purposes (has_distinct_purpose=false) and itype is not a documented fork (is_fork=false) nor a testing tool (is_test=false). The maintainer “coderaiser” isn’t a known steward of the official “type” package (is_known_maintainer=false), and the package includes a README (no_readme=false). Given the minimal edit distance and overlapping functionality, users could be tricked into installing itype instead of type, indicating suspicious intent (has_suspicious_intent=true). There’s no indication of relocation (is_relocated_package=false). Consequently, it’s not obviously safe from typosquatting (obvious_not_typosquat=false). Risk level: High.",type
npm,ts-patch-mongose,,typosquat,"Possible `simplification` typosquat of ts-patch Explanation: ts-patch-mongose shares the base 'ts-patch' but appends an extra component that appears to mimic the legitimate package. The edit distance is high but the suffix augmentation follows a compound squatting pattern. Additionally, the description 'security holding package' is suspicious and distinctly different from the detailed functionality of ts-patch. There is no indication of legitimate maintainers. These factors together signal an adversarial intent rather than being a distinct fork or a benign test package. Risk level: High).",ts-patch
npm,react-native-firebase-messaging,,typosquat,"Possible typosquat of @react-native-firebase/messaging Explanation: The unscoped name differs only by dropping the official '@react-native-firebase/' scope, making it nearly identical to the legitimate package and very likely to confuse users. Both packages share the exact same functionality and documentation, but the target is maintained by an unknown account (jzh2012) rather than the official RN Firebase team. There is no indication it’s an authorized fork or relocation, and its sole purpose appears to be impersonation, indicating malicious intent. Risk level: High.",@react-native-firebase/messaging
npm,buffer-yor,,typosquat,"Possible `1-step D-L dist` typosquat of buffer-xor Explanation: The package name 'buffer-yor' differs from 'buffer-xor' by only one character, a classic case of minor character substitution intended to mimic and confuse users. Based solely on the name similarity, it is adversarial. The package does not indicate a fork (it lacks a username in the name) and it does not serve a distinct purpose from 'buffer-xor'. Additionally, the description indicates a security holding package, reinforcing suspicion that it is intended to prevent malicious reuse while maintaining similarity to the legitimate package. Furthermore, the maintainers do not match those of 'buffer-xor', adding to the concern. Risk level: High).",buffer-xor
npm,discord.js-selfbot-dmall-v13,,typosquat,Possible typosquat of discord.js-selfbot-v13 Security holding package,discord.js-selfbot-v13
gem,hooks,,typosquat,"Possible typosquat of hookr Explanation: The package names differ by a single character (‘hooks’ vs ‘hookr’), creating high confusion potential—edit distance is low and both share the same root. Neither package includes distinguishing fork indicators or unique descriptions, and no readme is provided. The maintainer is not a well-known Ruby figure, documentation is absent, and the similarity suggests potential for user confusion or malicious impersonation rather than a legitimate distinct project. Risk level: High.",hookr
npm,discord.js12.5.3,,typosquat,"Possible simplification typosquat of discord.js - Explanation: The package name 'discord.js12.5.3' closely resembles 'discord.js' with an added version-like suffix, which could confuse users. The lack of README data and the maintainer 'noobing.js' not being recognized as a legitimate maintainer in the npm community further suggests it might be a typosquat.",discord.js
npm,segmented-control-rn,,typosquat,"Possible `sequence reordering` typosquat of rn-segmented-control Explanation: The target name segmented-control-rn is just a reordering of rn-segmented-control, making it highly confusing for users seeking the legitimate module. Both packages provide the same segmented control UI for React Native, with nearly identical README content and no indication that the target is a documented fork or variant. The maintainer is not a recognized author of the original package, and there are no signs of a legitimate relocation or distinct feature set. Given the low edit distance in name order, identical purpose, and absence of known maintainers, this appears to be a malicious typo-squatting attempt rather than a benign package. Risk level: High.",rn-segmented-control
npm,shared-ini-file-loader,,typosquat,"Possible typosquat of @smithy/shared-ini-file-loader Explanation: The package 'shared-ini-file-loader' lacks a namespace, while '@smithy/shared-ini-file-loader' has a specific namespace indicating it is part of the Smithy project. The absence of a README and the lack of known maintainers for 'shared-ini-file-loader' increase suspicion. The names are very similar, suggesting a potential typosquat.",@smithy/shared-ini-file-loader
pypi,lytekitplugins-pods,,typosquat,"Possible `1-step D-L dist` typosquat of flytekitplugins-pod Explanation: The package name 'lytekitplugins-pods' is extremely similar to 'flytekitplugins-pod', differing only by a single character substitution ('f' to 'l') and an extra plural 's', making it likely that it is intentionally mimicking the legitimate package. This qualifies as an adversarial name. The name does not include a username or organizational prefix that would indicate a fork, nor does it suggest a distinct purpose—both packages use nearly identical descriptions. Furthermore, the maintainers of 'lytekitplugins-pods' are legitimate, and there is a proper README/description. Therefore, it has suspicious intent as a potential typosquat while not meeting the criteria for a fork or a distinct-purpose package. Risk level: High).",flytekitplugins-pod
gem,rspec-parameterized-core,,typosquat,"Possible typosquat of rspec-parameterized-context Explanation: ‘rspec-parameterized-core’ and ‘rspec-parameterized-context’ differ by only one word, share a long common prefix, and could easily be confused by users installing the wrong package. There is no indication that ‘-core’ is an official fork (no username/org prefix or fork note), and no readme or descriptions are provided to clarify a distinct functionality. Both seem aimed at RSpec parameterization rather than serving a truly separate use case, so we cannot establish a clear distinct purpose. It is not a trivial testing helper package, so is_test is false. The maintainers (sue445, tomykaira, joker1007) are recognized Ruby community contributors. However, the absence of documentation combined with name similarity raises suspicion of impersonation or accidental installs, hence has_suspicious_intent is true. There is no indication of a relocated package. Risk level: High.",rspec-parameterized-context
pypi,dataeval,,typosquat,"Possible typosquat of deepeval Explanation: The package name 'dataeval' is very similar to 'deepeval' – only the first part ('data' vs 'deep') differs by a few characters, which can easily deceive users into thinking it is related to the legitimate package. It does not include any username or obvious fork indicators, so it is not marked as a fork. The functionalities described in both packages are in the evaluation domain but 'dataeval' does not clearly differentiate its purpose from 'deepeval', leading to a lack of distinct purpose. Additionally, though 'dataeval' has a well-formed README, the name similarity combined with the potential for confusion leads to a suspicion of adversarial intent. The maintainers of 'dataeval' are not clearly aligned with the official 'deepeval' team, reinforcing doubts about its legitimacy. Hence, the metrics reflect that 'dataeval' is likely an intentional mimic with a suspicious naming strategy. Risk level: High).",deepeval
npm,jake-horizon,,typosquat,"Possible typosquat of jake Explanation: The package 'jake-horizon' is described as a 'security holding package', which often indicates a placeholder to prevent typosquatting. The name 'jake-horizon' is similar to 'jake' with an additional word, which could confuse users. There is no indication of a distinct purpose, intentional play on words, or known maintainers, making it likely a typosquat.",jake
npm,solidity-comments-extractors,,typosquat,"Possible grammatical substitution typosquat of solidity-comments-extractor - Explanation: The package 'solidity-comments-extractors' differs from 'solidity-comments-extractor' by a single character addition ('s'), which is a common pattern in typosquatting. The descriptions are identical, suggesting no distinct purpose or intentional variation. The maintainer 'ruslan-dev' is not recognized as a known maintainer in the npm community, increasing suspicion.",solidity-comments-extractor
golang,github.com/pion/webrtc/v3,,typosquat,"Possible typosquat of github.com/pions/webrtc Explanation: The package name 'github.com/pion/webRTC/v3' is extremely similar to 'github.com/pions/webrtc' – the only differences being a minor omission/addition ('pion' vs 'pions'), capitalization differences, and an appended '/v3'. Such variations fall under common adversarial techniques including minor character modifications and delimiter augmentation that could easily confuse users. Furthermore, although the '/v3' suffix might hint at a fork or version evolution, the absence of any known maintainers coupled with the identical scope and lack of distinct purpose compared to the legitimate package makes it likely that this was intentionally designed to mimic and mislead. Based solely on the package name analysis, this package is considered to have suspicious intent. Risk level: High).",github.com/pions/webrtc
npm,react-native-swipeable-lists,,typosquat,"Possible `1-step D-L dist` typosquat of react-native-swipeable-list Explanation: The target name differs by only a trailing “s,” making it highly confusing with the legitimate react-native-swipeable-list. Both provide the same core functionality (swipeable lists) with no clear new features or fork indicators. The package includes a README but appears intended to impersonate the legitimate module, suggesting malicious typosquatting rather than a distinct, unrelated project. Risk level: High.",react-native-swipeable-list
npm,echarts-snack,,typosquat,"Possible `simplification` typosquat of echarts Explanation: The package 'echarts-snack' uses a suffix ('-snack') attached to the well-known 'echarts' name, which can confuse users by mimicking the original package. Its description is nearly identical to that of 'echarts', indicating it does not offer a distinct purpose. There is no indication that the suffix refers to a username (to qualify as a fork), nor does it point to a testing purpose. The maintainers ('wuba_fe') do not appear to be recognized as legitimate for 'echarts'. Since the readme is present, no_readme is false, but the similarity in naming and metadata suggests a suspicious, adversarial intention. Risk level: High).",echarts
npm,buffer-xoz,,typosquat,"Possible `1-step D-L dist` typosquat of log-buffer Explanation: The package name 'buffer-xoz' closely mimics the structure of 'log-buffer' with minor alterations, which can deceive users. The adversarial similarity in the name (e.g. delimiter and word reordering) triggers the adversarial_name flag. The package is not considered a fork because there is no indication of an official split or clear author association, and the maintainer does not match that of the legitimate package. Additionally, the package appears as a security holding package lacking useful purpose or clear differentiation from 'log-buffer', and it contains metadata suggestive of suspicious intent. Therefore, this package is flagged as a potential typosquat. Risk level: High).",log-buffer
npm,cost-led,,typosquat,"Possible typosquat of code-red Explanation: The package 'cost-led' is very similar in structure to 'code-red', with minor character substitutions that could easily confuse users. Based solely on the name similarity, it qualifies as an adversarial name. There is no evidence in the naming (such as a user prefix/suffix) that it is a fork, and its description does not clarify any distinct purpose from 'code-red'. The minimal README increases its suspicious profile, while the maintainer ('dollyerls') is not a known or widely recognized maintainer associated with the legitimate package. Therefore, with the high similarity in name and minimal distinguishing information in its metadata, cost-led is considered to have suspicious intent as an apparent mimic of code-red. Risk level: High).",code-red
npm,next-bundle-analyzer,,typosquat,Possible typosquat of @next/bundle-analyzer,@next/bundle-analyzer
npm,better-koa-session,,typosquat,"Possible `simplification` typosquat of koa-session Explanation: The package 'better-koa-session' is very similar to 'koa-session', with the only difference being the prefix 'better-'. This prefix augmentation could confuse users as it mimics the original package, and its description closely mirrors that of 'koa-session', indicating it serves a similar purpose. There is no indication that the package name includes a username as else being a fork, nor does it present a distinct purpose. The maintainer ('nukr') is not recognized as a known maintainer of the legitimate package, raising further suspicion. Overall, the similarity in name and description suggests adversarial intent. Risk level: High).",koa-session
npm,nodmeon,,typosquat,"Possible `1-step D-L dist` typosquat of nodemon Explanation: The package name 'nodmeon' differs only by a minor character permutation compared to 'nodemon', which makes it an adversarial name likely intended to deceive users. It shows no indication of being a fork (no username prefix/suffix) and appears to mimic 'nodemon' rather than serving a distinct purpose. The description 'security holding package README:' is sparse and suspicious, suggesting malicious intent rather than a legitimate update. Furthermore, although the maintainer is listed as 'npm', in this context that is not considered a known legitimate maintainer due to the suspicious nature of the package. Overall, these factors point toward potential typosquatting. Risk level: High).",nodemon
npm,trialzen-react-pivottable,,typosquat,Possible typosquat of react-pivottable,react-pivottable
npm,eslint-plugin-diff,@maxerbox,typosquat,Possible typosquat of eslint-plugin-diff,eslint-plugin-diff
npm,bowserify,,typosquat,Possible typosquat of browserify,browserify
golang,github.com/sofa-security/trivy,,typosquat,"Possible typosquat of github.com/aquasecurity/trivy Explanation: The package 'github.com/sofa-security/trivy' has a name that is strikingly similar to 'github.com/aquasecurity/trivy', differing only by the organization prefix ('sofa-security' vs 'aquasecurity'). This similarity is likely to deceive users, hence it is considered an adversarial name. Furthermore, since both packages use the same core name 'trivy' and seem to target the same functionality, they do not serve a distinct purpose. The naming pattern (using an organization name) does not clearly indicate a fork, but rather an attempt to mimic the legitimate package. The lack of README or description information further raises suspicion regarding its intent. Also, no known maintainers are associated with the suspicious package. Therefore, overall, the metrics indicate potential typosquatting and adversarial behavior. Risk level: High).",github.com/aquasecurity/trivy
nuget,dotnetcore.natasha.csharpcompiler,,typosquat,"Possible `delimiter modification` typosquat of dotnetcore.natasha.csharp.compiler Explanation: The target name differs from the legitimate one by only a missing dot, creating high confusion potential. There’s no description or maintainers listed, suggesting poor documentation and possible impersonation. It doesn’t signal a fork or distinct functionality and is not a testing package. These factors point to a likely typosquat with suspicious intent. Risk level: High.",dotnetcore.natasha.csharp.compiler
npm,iron-silence-my5,,typosquat,"Possible typosquat of iron-session Explanation: The package 'iron-silence-my5' shares the 'iron-' prefix with 'iron-session' and its overall structure mimics the legitimate package by only altering the latter portion of the name. The similarity through prefix and slight modification makes it potentially confusing to users, triggering the adversarial name flag. There is no indication in the name that the package is a fork (e.g. it does not include a username or specific organizational indicator), nor does it serve a clearly distinct purpose; its minimal README does not provide details to distinguish its use case. Additionally, the maintained list does not include known maintainers from the iron-session project. Therefore, the metrics are set to indicate potential typosquatting with suspicious intent. Risk level: High).",iron-session
npm,html2canvas,@cantoo,typosquat,Possible typosquat of html2canvas,html2canvas
npm,node-smtp-mailer,,typosquat,"Possible typosquat of nodemailer Explanation: The package name 'node-smtp-mailer' is very similar to 'nodemailer', with only an additional 'node-' prefix and 'smtp' descriptor. This similarity in naming, combined with almost identical descriptions including the same README content and external links to nodemailer, makes it likely an intentional mimic meant to deceive users. Although the maintainer ('cristr') appears to be a recognized user, the overall similarities indicate possible adversarial intent. There is no evidence of a fork indicator (such as a username in the package name) and they do not serve distinct purposes. Additionally, the presence of a proper README makes it non-test and not a relocated package. Risk level: High).",nodemailer
npm,ethers,@vechain,typosquat,"Possible `scope confusion` typosquat of ethers Explanation: The package '@vechain/ethers' has a namespace that may be interpreted as mimicking a known organization or piggybacking on the legitimate 'ethers' package by incorporating it within the scope. The edit distance is relatively high (9), but the use of the organizational scope combined with nearly identical description and metadata to 'ethers' suggests an intentional attempt to mislead users. The provided maintainers seem to be established; however, the combination of factors—especially the scope addition and identical content—indicates it is more likely a fork with adversarial intent rather than a benign, distinct project. Risk level: High).",ethers
pypi,iolite,,typosquat,"Possible `1-step D-L dist` typosquat of biotite Explanation: The package name 'iolite' is extremely similar to 'biotite' given that it only lacks the leading 'b', which makes it highly likely to confuse users. This similarity qualifies it as an adversarial name. There is no indication that 'iolite' is truly a fork (such as having a username in its name) and it does not demonstrate a distinct purpose as it appears to mimic the legitimate package. The description in 'iolite' is minimal (‘todo # iolite TODO’) compared to the comprehensive description in 'biotite', further raising suspicions regarding malicious intent. The maintainer 'huntzhan' does not match known maintainers of 'biotite', enhancing the chance of this being a deceptive package. Risk level: High).",biotite
npm,raect,,typosquat,"Possible `1-step D-L dist` typosquat of react Explanation: The name 'raect' is only one edit away from 'react' and employs a simple character transposition, which is a common adversarial tactic. Its description mimics React's purpose, but intentionally introduces a twisted tone and phrasing that implies it is a fork rather than a legitimately distinct project. Additionally, the single maintainer and the overall attempt to mimic React's well-known identity further support the conclusion of typosquatting with deceptive intent. Risk level: High).",react
npm,reedux,,typosquat,"Possible `1-step D-L dist` typosquat of redux Explanation: The package name 'reedux' is only a one-character modification from 'redux', which is enough to confuse users and mimic the original. Based solely on the name, it qualifies as an adversarial name because of the minimal change (1-step Levenshtein distance) and potential for mimicry. While the description outlines a similar concept (dealing with Redux store paths and reducers), it does not offer a clearly distinct functionality from the core 'redux'. Additionally, the package appears to be a fork (given the resemblance and minimal differences) and its renaming seems intended to leverage the popularity of 'redux'. The suspicious naming combined with the characteristics outlined indicate potential deceptive intent. Risk level: High).",redux
npm,guru,,typosquat,"Possible typosquat of gud Explanation: The package name 'guru' is only one character different from 'gud', which can easily cause user confusion, and therefore its name is considered adversarial. There is no indication from the name structure (e.g., username prefix/suffix) that 'guru' is a fork of 'gud'. Furthermore, 'guru' does not provide a distinct purpose: its deprecated status and its hanging on to the name suggest that it is impersonating or mimicking 'gud'. In addition, the description includes language about preventing malicious use, raising further suspicion. While a README exists, the overall similarity in naming, the lack of a unique purpose, and the potential for deception lead to marking it as suspicious. Risk level: High).",gud
npm,core,@desia,typosquat,Possible typosquat of @nestia/core,@nestia/core
npm,react-native-cameras,,typosquat,"Possible `1-step D-L dist` typosquat of react-native-camera Explanation: The package name 'react-native-cameras' is extremely similar to 'react-native-camera', differing only by an extra 's'. This minor alteration falls under adversarial naming (1-step Levenshtein and compound squatting). There is no indication in the package's metadata that it is a fork or has a distinct purpose, and its lack of README does not clear suspicion. The presence of a known maintainer does not mitigate the risk associated with the confusing name similarity.Package is adversarial and have similar purpose, so it's likely a typosquat.",react-native-camera
npm,aws-sdk,@webiny,typosquat,"Possible `scope confusion` typosquat of aws-sdk Explanation: Although the '@webiny' namespace appears to be a valid organizational scope with known maintainers, the package name '@webiny/aws-sdk' effectively appends the well‐known 'aws-sdk' to its scope. This naming strategy, combined with an edit distance that suggests purposeful mimicry and a very succinct description ('Wrapper for AWS SDK'), indicates that the package could potentially deceive users into thinking it is the original or a direct variant of 'aws-sdk'. The use of the legitimate package’s name in a different scope creates scope confusion and resembles adversarial naming patterns, which makes it likely a fork engineered for deceptive purposes. Risk level: High).",aws-sdk
npm,babel-eslint-parser,,typosquat,"Possible scope confusion typosquat of @babel/eslint-parser - Explanation: The package 'babel-eslint-parser' closely mimics the name of the legitimate package '@babel/eslint-parser' without a clear distinction in purpose or namespace. The description of 'babel-eslint-parser' is a direct copy of '@babel/eslint-parser', which is highly suspicious. The maintainer 'imhele' is not a known maintainer in the npm community, adding to the suspicion.",@babel/eslint-parser
npm,protractor-jasmine2-screenshot-report,,typosquat,"Possible `prefix/ suffix augmentation` typosquat of protractor-jasmine2-screenshot-reporter Explanation: The target name differs by only one character (‘report’ vs ‘reporter’) creating high confusion potential (is_adversarial_name: true). The functionality, README content, and usage instructions are essentially identical, so it’s not a distinct purpose or a legitimate fork. The package clearly includes documentation, but the maintainer ‘alexnew’ is not a known Protractor or Jasmine2 contributor. There are no relocation indicators. Overall this is a typosquat impersonating protractor-jasmine2-screenshot-reporter, hence not obviously legitimate and showing suspicious intent. Risk level: High.",protractor-jasmine2-screenshot-reporter
npm,react-html2pdf.js,,typosquat,"Possible `simplification` typosquat of html2pdf.js Explanation: The package name 'react-html2pdf.js' is a close mimic of the legitimate 'html2pdf.js' by simply adding the 'react-' prefix. This type of prefix augmentation can deceive users, making it an adversarial name. There is no indication that it is a fork based on a username or organizational scope, and its intended purpose appears to be a React-specific version rather than offering distinct functionality. Furthermore, the description is labeled as a 'security holding package', which is suspicious and strongly suggests malicious intent. The maintainers list is empty, adding to the concern. Risk level: High).",html2pdf.js
npm,filtrex,@wmakeev,typosquat,"Possible `scope confusion` typosquat of filtrex Explanation: The scoped package @wmakeev/filtrex is nearly identical in name and content to the unscoped official package filtrex (same README, descriptions and usage). The addition of a scope prefix (wmakeev) is a minimal change that still confuses users, indicating adversarial intent. There’s no indication it’s a legitimate fork or that it provides distinct functionality. The maintainer is not a known author of the original project, and the duplicate documentation shows impersonation rather than proper relocation, so it is flagged as a typosquat with suspicious intent. Risk level: High.",filtrex
npm,chartjs-plugin-crosshair,@omgduke,typosquat,"Possible `scope confusion` typosquat of chartjs-plugin-crosshair Explanation: Both packages share the same base name and nearly identical functionality. The only difference is the addition of the '@omgduke' scope, which is a minor modification that could be used to mimic the official package. There is no evidence that the scoped package is explicitly marked as a fork, nor does it have a distinct purpose or serve testing functions. Additionally, while the maintainer is identified as 'omgduke', the similarity in naming is potentially adversarial and deceptive. Therefore, the package name is suspicious.Package is adversarial and have similar purpose, so it's likely a typosquat.",chartjs-plugin-crosshair
npm,json-viewer-vue3,,typosquat,"Possible `sequence reordering` typosquat of vue3-json-viewer Explanation: The two names differ only by word order and share identical descriptions and feature sets, making them easily confusable (is_adversarial_name=true). The target package appears to directly copy the functionality and documentation of the legitimate vue3-json-viewer without any clear fork attribution (is_fork=false) or distinct features (has_distinct_purpose=false). The maintainer is not a recognized author (is_known_maintainer=false), and the package includes a README, so it’s not undocumented (no_readme=false). Given the copy-and-paste nature and potential for user confusion, we flag suspicious intent (has_suspicious_intent=true). It is not simply a testing package (is_test=false) nor a known ecosystem relocation (is_relocated_package=false). Consequently, this is likely a typosquat rather than an obvious non-typosquat alternative. Risk level: High.",vue3-json-viewer
npm,camelcasify,,typosquat,"Possible typosquat of camelcase Explanation: The package name 'camelcasify' is highly similar to 'camelcase', differing only by a suffix ('ify') which is a common tactic in adversarial naming to mimic well-known packages. Although its functionality (converting objects to camel case keys) differs somewhat from 'camelcase' (which converts string formats), it still serves a similar high-level purpose, reducing its distinct utility. There is no indication of fork derivation from username prefixes, nor is there evidence of testing or relocation. The metadata is designed to mirror 'camelcase', potentially confusing users, and the presence of a README does not mitigate these concerns. The sole maintainer listed does not provide additional legitimacy in the absence of broader community validation. Thus, the metrics flag it as suspicious with adversarial naming intent. Risk level: High).",camelcase
